Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
DOCA4,5.0,-0.18,-0.01,-1.393,"0,00%",0.014,-0.15,-0.12,-0.01,-6.71,-6.62,"1.165,92%","636,17%",0.61,"-12,48%","8,24%",0.0,-390317000.0,-0.82,"-38,80%"
RPMG3,2.15,-0.18,-0.03,0.029,"0,00%",0.025,-0.03,-0.14,-0.03,-0.15,-0.15,"-20,57%","-16,72%",0.55,"-17,50%","16,32%",18973.6,-5058390000.0,0.0,"51,32%"
DUQE4,2.95,-0.17,-1.19,1.275,"0,00%",0.045,-0.08,-0.17,-0.06,-1.23,-1.35,"-732,92%","-767,60%",0.33,"-28,21%","715,74%",0.0,-6987000.0,-7.19,"-42,70%"
RSID3,4.05,-0.16,-0.06,-1.723,"0,00%",0.129,-0.07,-1.02,-0.05,-8.74,-8.88,"169,20%","1.107,44%",0.22,"-14,01%","41,43%",282813.0,-1248330000.0,-0.51,"-28,52%"
SJOS4,0.09,-0.15,-0.01,0.676,"0,00%",0.292,-0.01,-6.08,-0.01,-138.86,-138.86,"-11,13%","-442,57%",0.02,"0,49%","4,54%",0.0,-175230000.0,-0.16,"2,37%"
FTRX3,0.13,-0.15,-0.02,0.206,"0,00%",0.023,-0.04,-0.19,-0.01,-1.77,-2.27,"-106,22%","-138,83%",0.06,"-11,99%","13,50%",0.0,-154535000.0,-0.16,"-31,25%"
FTRX4,0.11,-0.13,-0.02,0.174,"0,00%",0.019,-0.03,-0.16,-0.01,-1.74,-2.24,"-106,22%","-138,83%",0.06,"-11,99%","13,50%",0.0,-154535000.0,-0.16,"-31,25%"
MEND6,9.5,-0.12,-0.01,62.941,"0,00%",0.103,-0.04,-0.1,-0.01,-12.77,-12.78,"-63.858,20%","-53.010,90%",0.0,"-105,25%","5,30%",0.0,-15574200000.0,-0.81,"-2,39%"
SNSY5,3.98,-0.11,-0.02,0.035,"0,00%",0.06,2.06,0.79,-0.01,4.11,2.95,"4,45%","-33,11%",1.05,"8,59%","15,19%",41938.1,-1895740000.0,-0.07,"21,03%"
CTNM4,1.62,-0.1,0.21,0.041,"0,00%",0.015,-0.05,-0.12,-0.03,-2.85,-3.86,"-33,48%","-70,52%",0.49,"-14,43%","-197,20%",475691.0,240294000.0,5.43,"-4,20%"
NEXP3,5.22,-0.1,-0.1,0.147,"0,00%",0.108,-0.26,4.78,-0.06,22.15,4.17,"3,08%","-143,98%",0.47,"2,49%","96,62%",7635.88,-143251000.0,-0.41,"-6,75%"
FBMC4,1.96,-0.09,-0.02,0.095,"0,00%",0.034,-0.04,-0.07,-0.02,-0.53,-0.59,"-135,59%","-101,97%",0.31,"-64,70%","24,19%",0.0,-63552000.0,-0.15,"-31,66%"
SGPS3,1.32,-0.08,0.4,0.066,"0,00%",0.026,-0.07,-0.15,-0.04,-2.21,-2.87,"-42,31%","-77,23%",0.45,"-20,14%","-470,13%",2034760.0,165504000.0,6.43,"-1,31%"
MEND5,6.5,-0.08,0.0,43.065,"0,00%",0.071,-0.03,-0.07,0.0,-12.74,-12.74,"-63.858,20%","-53.010,90%",0.0,"-105,25%","5,30%",0.0,-15574200000.0,-0.81,"-2,39%"
PMAM4,5.84,-0.08,-0.06,0.238,"0,00%",0.134,-0.07,-0.37,-0.05,-5.57,-6.51,"-65,13%","-297,02%",0.15,"-53,28%","78,99%",0.0,-4007930000.0,-0.91,"-30,00%"
TEKA4,22.51,-0.08,-0.01,0.04,"0,00%",0.01,0.0,-11.2,0.0,-546.17,158.81,"-0,35%","-52,84%",0.04,"-0,15%","7,43%",81511.0,-2032660000.0,-0.27,"22,20%"
RCTB33,57.0,-0.07,0.0,0.012,"0,00%",0.001,0.0,-0.02,-0.01,3.63,18.01,"-78,09%","-17,09%",4.96,"-11,71%","-4,28%",0.0,1586870000.0,0.07,"58,75%"
TENE7,9.8,-0.07,-0.01,74.113,"0,00%",0.11,-2.64,-1.26,-0.01,-1.26,-2.27,"-5.868,75%","-102.881,00%",0.0,"-8,95%","14,01%",0.0,-117537000.0,0.0,"0,00%"
VPTA4,10.5,-0.07,-0.01,0.26,"0,00%",0.054,-0.02,-0.13,-0.01,-6.89,-6.89,"-193,57%","-396,38%",0.23,"-45,00%","10,11%",0.0,-867658000.0,-0.34,"-58,91%"
AMER3,0.92,-0.06,-0.03,0.032,"0,00%",0.027,-0.03,-0.21,-0.02,-4.36,-7.27,"-15,56%","-50,03%",0.34,"-21,64%","48,42%",23281800.0,-26666600000.0,-0.85,"48,76%"
PMAM3,4.26,-0.06,-0.05,0.173,"0,00%",0.097,-0.05,-0.27,-0.03,-5.47,-6.39,"-65,13%","-297,02%",0.15,"-53,28%","78,99%",94545.0,-4007930000.0,-0.91,"-30,00%"
RCTB31,41.0,-0.05,0.0,0.009,"0,00%",0.001,0.0,-0.01,0.0,3.63,18.03,"-78,09%","-17,09%",4.96,"-11,71%","-4,28%",0.0,1586870000.0,0.07,"58,75%"
VPSC4,9.99,-0.05,4.3,0.029,"0,00%",0.033,-0.06,-0.13,-0.06,-0.2,-0.2,"-22,82%","-55,90%",0.43,"-28,56%","-8.246,83%",0.0,1232000.0,6.15,"-10,02%"
OIBR4,1.66,-0.05,-0.04,0.109,"0,00%",0.037,-0.28,-0.28,-0.02,-5.98,-12.61,"-39,58%","-224,73%",0.72,"-17,87%","84,29%",103827.0,-26822900000.0,-0.94,"-17,48%"
VAGV3,1.14,-0.05,-0.01,0.014,"0,00%",0.037,-0.08,-0.27,-0.01,-8.9,-8.9,"-5,08%","-29,29%",0.52,"-15,14%","20,73%",0.0,-8194580000.0,-0.31,"1,06%"
DHBI4,1.01,-0.04,-0.01,0.046,"0,00%",0.018,-0.01,-0.2,-0.01,-21.09,-51.1,"-23,58%","-154,81%",0.12,"-10,50%","21,03%",0.0,-456340000.0,-0.99,"-23,62%"
RCTB41,33.51,-0.04,0.0,0.007,"0,00%",0.001,0.0,-0.01,0.0,3.64,18.04,"-78,09%","-17,09%",4.96,"-11,71%","-4,28%",0.0,1586870000.0,0.07,"58,75%"
VAGV4,1.02,-0.04,-0.01,0.012,"0,00%",0.033,-0.07,-0.24,-0.01,-8.87,-8.87,"-5,08%","-29,29%",0.52,"-15,14%","20,73%",0.0,-8194580000.0,-0.31,"1,06%"
OSXB3,4.23,-0.04,0.0,0.313,"0,00%",0.005,-0.02,-1.66,0.0,-735.52,1185.12,"-18,77%","-927,13%",0.02,"-0,32%","5,25%",61187.7,-6229240000.0,-0.94,"47,86%"
GAFP3,0.12,-0.04,-0.01,0.372,"0,00%",0.015,-0.09,-0.48,-0.01,-46.92,-46.92,"-77,57%","-981,28%",0.51,"-3,21%","38,79%",0.0,-80712500.0,-1.43,"-58,09%"
ARTE3,7.7,-0.04,-0.04,0.0,"0,00%",0.103,0.0,-0.52,0.0,-15.85,-15.85,"0,00%","0,00%",0.0,"0,00%","102,90%",0.0,-33570000.0,0.0,"-64,35%"
TROR3,2.63,-0.03,-0.01,0.598,"0,00%",0.532,-0.01,-6.57,-0.01,-728.92,-728.92,"-9,11%","-1.745,52%",0.01,"-9,77%","21,14%",0.0,-1959650000.0,-0.8,"6,34%"
PDGR3,0.39,-0.03,-0.01,0.224,"0,00%",0.029,-0.01,-1.76,-0.01,-81.54,-85.25,"-12,68%","-685,26%",0.22,"-2,41%","17,17%",3634910.0,-5380590000.0,-0.27,"-0,88%"
VPSC3,6.03,-0.03,2.59,0.017,"0,00%",0.02,-0.03,-0.08,-0.04,-0.15,-0.15,"-22,82%","-55,90%",0.43,"-28,56%","-8.246,83%",0.0,1232000.0,6.15,"-10,02%"
VPTA3,5.0,-0.03,0.0,0.124,"0,00%",0.026,-0.01,-0.06,0.0,-6.82,-6.82,"-193,57%","-396,38%",0.23,"-45,00%","10,11%",0.0,-867658000.0,-0.34,"-58,91%"
ARTE4,6.81,-0.03,-0.03,0.0,"0,00%",0.091,0.0,-0.46,0.0,-15.79,-15.79,"0,00%","0,00%",0.0,"0,00%","102,90%",0.0,-33570000.0,0.0,"-64,35%"
TEKA3,8.23,-0.03,0.0,0.014,"0,00%",0.004,0.0,-4.09,0.0,-539.07,156.74,"-0,35%","-52,84%",0.04,"-0,15%","7,43%",0.0,-2032660000.0,-0.27,"22,20%"
RCTB42,20.0,-0.03,0.0,0.004,"0,00%",0.0,0.0,-0.01,0.0,3.64,18.06,"-78,09%","-17,09%",4.96,"-11,71%","-4,28%",0.0,1586870000.0,0.07,"58,75%"
RPMG4,0.26,-0.02,0.0,0.004,"0,00%",0.003,0.0,-0.02,0.0,-0.02,-0.02,"-20,57%","-16,72%",0.55,"-17,50%","16,32%",0.0,-5058390000.0,0.0,"51,32%"
TROR4,1.56,-0.02,0.0,0.355,"0,00%",0.316,0.0,-3.9,0.0,-726.24,-726.24,"-9,11%","-1.745,52%",0.01,"-9,77%","21,14%",0.0,-1959650000.0,-0.8,"6,34%"
OIBR3,0.66,-0.02,-0.02,0.043,"0,00%",0.015,-0.11,-0.11,-0.01,-5.81,-12.26,"-39,58%","-224,73%",0.72,"-17,87%","84,29%",3194000.0,-26822900000.0,-0.94,"-17,48%"
GAFP4,0.05,-0.02,-0.01,0.155,"0,00%",0.006,-0.04,-0.2,0.0,-46.65,-46.65,"-77,57%","-981,28%",0.51,"-3,21%","38,79%",0.0,-80712500.0,-1.43,"-58,09%"
MILK33,0.3,-0.02,-0.02,0.077,"0,00%",0.029,-0.08,-0.04,-0.02,-0.11,-0.12,"-176,80%","-508,08%",0.5,"-70,91%","165,12%",0.0,-516285000.0,-0.04,"-42,04%"
TENE5,0.5,0.0,0.0,3.781,"0,00%",0.006,-0.13,-0.06,0.0,-0.06,-0.11,"-5.868,75%","-102.881,00%",0.0,"-8,95%","14,01%",0.0,-117537000.0,0.0,"0,00%"
CGOS4,16.0,0.0,0.0,0.0,"0,00%",0.0,0.0,-0.16,0.0,-313.85,-313.85,"-0,20%","-10,48%",0.54,"-0,08%","-39,02%",0.0,453387000.0,2.48,"8,97%"
CBMA4,0.01,0.0,0.0,2.521,"0,00%",0.007,-0.5,-0.04,0.0,-806.75,-806.75,"-5.880,34%","-564.625,00%",0.61,"-16,95%","10,35%",0.0,-21642000000.0,-0.89,"-11,80%"
CBMA3,0.01,0.0,0.0,2.521,"0,00%",0.007,-0.5,-0.04,0.0,-806.75,-806.75,"-5.880,34%","-564.625,00%",0.61,"-16,95%","10,35%",0.0,-21642000000.0,-0.89,"-11,80%"
GALO4,0.25,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"13,98%","-184,58%",0.0,"39,37%","7,62%",0.0,-60607000.0,0.0,"-28,97%"
FLCL5,12.5,0.0,15.71,0.0,"0,00%",3.213,732.15,0.0,-6.62,0.0,0.0,"0,00%","0,00%",1.01,"0,00%","0,00%",0.0,358670000.0,2.3,"19,85%"
GALO3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"13,98%","-184,58%",0.0,"39,37%","7,62%",0.0,-60607000.0,0.0,"-28,97%"
AGEI3,7.8,0.0,1.25,0.0,"0,00%",0.47,1.39,0.0,-12.59,0.0,0.0,"0,00%","0,00%",2.45,"0,00%","0,00%",0.0,1878210000.0,1.01,"0,00%"
FLCL6,9.91,0.0,12.45,0.0,"0,00%",2.547,580.45,0.0,-5.25,0.0,0.0,"0,00%","0,00%",1.01,"0,00%","0,00%",0.0,358670000.0,2.3,"19,85%"
JBDU3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,56569000.0,0.0,"0,00%"
ECIS4,145.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,1.53,1.53,"34,90%","14,18%",1.38,"12,48%","7,33%",0.0,129346000.0,0.38,"4,66%"
ECIS3,211.65,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,1.53,1.53,"34,90%","14,18%",1.38,"12,48%","7,33%",0.0,129346000.0,0.38,"4,66%"
ARPS4,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,-14.08,-14.08,"-4,92%","-11,59%",0.91,"-6,64%","20,34%",0.0,-12690000.0,-1.24,"-17,53%"
VGOR3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,6.77,6.77,"4,50%","-4,59%",1.04,"6,00%","-24,29%",0.0,135178000.0,1.89,"4,77%"
LATS3,22.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,1.27,1.27,"11,74%","1,30%",1.67,"11,63%","1,84%",0.0,680646000.0,0.39,"15,37%"
ABCB3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","14,29%",0.0,5721810000.0,0.0,"70,94%"
INHA3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,-14.2,-19.25,"-10,02%","-18,29%",2.03,"-2,40%","-12,88%",0.0,1687910000.0,1.16,"31,32%"
MLPA3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,-2.08,-2.08,"6,66%","8,92%",0.0,"0,00%","45,13%",0.0,44578000.0,0.0,"-7,51%"
MMAQ3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,-25.45,-25.45,"-0,50%","3,40%",1.69,"-1,19%","13,08%",0.0,254977000.0,0.72,"30,33%"
JFAB4,0.06,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,-112.33,-112.33,"0,00%","0,00%",0.0,"0,00%","2,34%",0.0,-10183000.0,0.0,"0,00%"
VSPT3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,1918720000.0,0.0,"25,39%"
VVAX3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,-4.44,-4.44,"-7,36%","-37,76%",2.19,"-6,52%","-92,03%",0.0,144676000.0,1.55,"0,00%"
VNET3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,14789900000.0,0.0,"-4,31%"
MSAN3,6.44,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.21,0.21,"6,27%","2,42%",1.18,"11,78%","11,81%",0.0,2533030000.0,0.39,"101,35%"
VVAX4,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,-4.44,-4.44,"-7,36%","-37,76%",2.19,"-6,52%","-92,03%",0.0,144676000.0,1.55,"0,00%"
ALBA3,2.15,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,-1.27,-1.27,"9,50%","9,62%",1.83,"20,40%","19,77%",0.0,354860000.0,0.03,"14,69%"
LCAM3,24.15,0.0,6.61,0.0,"0,00%",2.513,-547.91,0.0,-5.45,0.0,0.0,"0,00%","0,00%",0.97,"0,00%","0,00%",0.0,7684580000.0,1.34,"29,21%"
EQMA6B,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,3657630000.0,0.0,"11,07%"
EQMA5B,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,3657630000.0,0.0,"11,07%"
FLCL3,11.5,0.0,14.45,0.0,"0,00%",2.956,673.58,0.0,-6.09,0.0,0.0,"0,00%","0,00%",1.01,"0,00%","0,00%",0.0,358670000.0,2.3,"19,85%"
ESTC4,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,5.12,2.64,"16,20%","3,80%",1.52,"9,69%","5,81%",0.0,3239030000.0,1.65,"8,98%"
VSPT4,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,1918720000.0,0.0,"25,39%"
ILLS4,100.01,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.73,0.73,"8,43%","-10,22%",0.5,"8,14%","36,09%",0.0,-18567000.0,-0.22,"9,33%"
LECO3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,-3.0,-3.0,"-2,14%","-4,72%",0.82,"-3,48%","-14,82%",0.0,105928000.0,0.2,"3,58%"
ICPI3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,0.0,0.0,"0,00%"
ARPS3,0.3,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,-14.08,-14.08,"-4,92%","-11,59%",0.91,"-6,64%","20,34%",0.0,-12690000.0,-1.24,"-17,53%"
BOVH3,15.71,0.0,6.16,0.0,"0,00%",4.874,6.9,0.0,6.91,0.0,0.0,"0,00%","0,00%",4.4,"0,00%","0,00%",0.0,1843320000.0,0.0,"0,00%"
SFSA3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","6,25%",0.0,739524000.0,0.0,"0,15%"
CSPC4,1.2,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,1.43,1.43,"38,62%","18,85%",1.43,"29,18%","45,33%",0.0,2126670000.0,1.48,"41,15%"
CESP6,25.25,0.0,1.09,0.0,"0,00%",0.586,8.5,0.0,-2.43,0.0,0.0,"0,00%","0,00%",1.46,"0,00%","0,00%",0.0,8108670000.0,0.29,"10,89%"
ODER3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,498120000.0,0.0,"24,75%"
CESP4,16.29,0.0,0.0,0.0,"0,00%",0.0,0.01,0.0,0.0,0.0,0.0,"0,00%","0,00%",1.46,"0,00%","0,00%",0.0,8108670000.0,0.29,"10,89%"
BERG3,33.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,-10.49,-10.49,"-8,60%","-32,60%",0.46,"-5,58%","-102,71%",0.0,9538000.0,2.86,"-8,00%"
SEBB4,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,-0.23,-0.23,"9,24%","7,40%",2.44,"24,15%","23,01%",0.0,145783000.0,0.01,"50,04%"
CESP5,25.0,0.0,1.08,0.0,"0,00%",0.581,8.42,0.0,-2.41,0.0,0.0,"0,00%","0,00%",1.46,"0,00%","0,00%",0.0,8108670000.0,0.29,"10,89%"
CZRS3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","3,34%",0.0,1145670000.0,0.0,"14,44%"
REPA3,1.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,4.54,4.54,"5,18%","1,22%",1.99,"4,05%","1,91%",0.0,378378000.0,0.42,"1,09%"
REPA4,1.08,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,4.54,4.54,"5,18%","1,22%",1.99,"4,05%","1,91%",0.0,378378000.0,0.42,"1,09%"
CSPC3,1.24,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,1.43,1.43,"38,62%","18,85%",1.43,"29,18%","45,33%",0.0,2126670000.0,1.48,"41,15%"
SGEN3,5.0,0.0,0.77,593.76,"0,00%",0.493,-8.34,-31.73,-2.01,-32.42,-32.42,"-1.871,17%","0,00%",0.65,"-1,59%","0,00%",0.0,156981000.0,0.02,"-59,85%"
CMMA4,0.81,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.03,0.03,"0,00%","0,00%",0.0,"0,00%","-1,92%",0.0,-79623000.0,0.0,"0,00%"
PRBC3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","7,65%",0.0,1209470000.0,0.0,"-7,92%"
BPNM3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","8,62%",0.0,8005560000.0,0.0,"15,08%"
CLSC6,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,3187480000.0,0.0,"8,84%"
BRBI11,14.86,0.0,0.0,0.0,"8,88%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",4385190.0,0.0,0.0,"0,00%"
BMEF3,11.0,0.0,4.16,0.0,"0,00%",3.482,10.24,0.0,11.3,0.0,0.0,"0,00%","0,00%",3.7,"0,00%","0,00%",0.0,2674780000.0,0.0,"0,00%"
SLCP3,610.02,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,0.0,0.0,"0,00%"
PTIP3,22.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,3.62,3.62,"13,73%","7,55%",0.7,"23,13%","-121,74%",0.0,-155957000.0,-9.02,"62,11%"
PTIP4,25.15,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,3.62,3.62,"13,73%","7,55%",0.7,"23,13%","-121,74%",0.0,-155957000.0,-9.02,"62,11%"
SGEN4,0.6,0.0,0.09,71.251,"0,00%",0.059,-1.0,-3.81,-0.24,-4.5,-4.5,"-1.871,17%","0,00%",0.65,"-1,59%","0,00%",0.0,156981000.0,0.02,"-59,85%"
BPAT33,20.0,0.0,0.82,0.0,"35,72%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,876492000.0,0.0,"0,00%"
DAYC3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","17,33%",0.0,3009030000.0,0.0,"8,15%"
MSAN4,6.44,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.21,0.21,"6,27%","2,42%",1.18,"11,78%","11,81%",0.0,2533030000.0,0.39,"101,35%"
TNEP3,3.01,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,-1.09,-1.09,"20,92%","25,42%",2.39,"20,53%","22,80%",0.0,955105000.0,0.06,"8,15%"
SASG3,0.98,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,0.0,0.0,"0,00%"
TNEP4,3.95,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,-1.09,-1.09,"20,92%","25,42%",2.39,"20,53%","22,80%",0.0,955105000.0,0.06,"8,15%"
CESP3,25.55,0.0,1.1,0.0,"0,00%",0.593,8.6,0.0,-2.46,0.0,0.0,"0,00%","0,00%",1.46,"0,00%","0,00%",0.0,8108670000.0,0.29,"10,89%"
SALM3,5.7,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,1.1,1.1,"10,22%","4,13%",1.31,"25,78%","19,53%",0.0,475600000.0,0.8,"24,53%"
SALM4,5.9,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,1.1,1.1,"10,22%","4,13%",1.31,"25,78%","19,53%",0.0,475600000.0,0.8,"24,53%"
DUFB11,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,0.0,0.0,"0,00%"
BSGR3,1091.28,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,0.0,0.0,"0,00%"
BBTG11,15.01,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,0.0,0.0,"0,00%"
BBTG12,3.15,0.0,33248.3,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,8000.0,0.0,"0,00%"
SEBB3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,-0.23,-0.23,"9,24%","7,40%",2.44,"24,15%","23,01%",0.0,145783000.0,0.01,"50,04%"
CCHI4,0.02,0.0,-0.01,0.0,"0,00%",0.077,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,-160477000.0,0.0,"20,36%"
CCHI3,0.02,0.0,-0.01,0.0,"0,00%",0.077,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,-160477000.0,0.0,"20,36%"
BBTG13,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,8000.0,0.0,"0,00%"
ENER5,6.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,2.7,2.7,"27,59%","13,36%",1.12,"21,24%","47,49%",0.0,1117130000.0,3.06,"13,51%"
ENER3,10.5,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,2.7,2.7,"27,59%","13,36%",1.12,"21,24%","47,49%",0.0,1117130000.0,3.06,"13,51%"
ENER6,12.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,2.7,2.7,"27,59%","13,36%",1.12,"21,24%","47,49%",0.0,1117130000.0,3.06,"13,51%"
MNDL4,0.38,0.0,0.01,0.001,"0,00%",0.001,-0.01,0.01,0.0,4.73,3.95,"10,05%","111,55%",0.73,"6,69%","583,75%",0.0,155887000.0,2.52,"15,86%"
TEFC11,35.5,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,3.45,3.45,"23,54%","14,18%",0.61,"14,85%","46,72%",0.0,45856000000.0,2.95,"12,91%"
CAFE4,0.5,0.0,0.0,0.071,"0,00%",0.004,0.0,-0.13,0.0,-45.27,-53.49,"-53,07%","2.163,80%",0.02,"-2,81%","-64,17%",0.0,-377387000.0,-0.98,"-11,30%"
OSAO4,8.98,0.01,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,-10.71,10.53,"-2,91%","1,57%",0.43,"-4,65%","-4,02%",0.0,-357440000.0,-0.83,"29,08%"
MLPA12,40.0,0.01,0.0,0.001,"0,00%",0.002,0.0,0.01,0.0,-2.06,-2.06,"6,66%","8,92%",0.0,"0,00%","45,13%",0.0,44578000.0,0.0,"-7,51%"
MLPA4,45.0,0.01,0.0,0.001,"0,00%",0.003,0.0,0.01,0.0,-2.06,-2.06,"6,66%","8,92%",0.0,"0,00%","45,13%",0.0,44578000.0,0.0,"-7,51%"
HETA4,6.16,0.02,-0.01,0.951,"0,00%",0.247,-1.01,1.84,-0.01,191.76,191.76,"51,73%","6.253,57%",0.44,"13,63%","-58,70%",1147.88,-351981000.0,-0.92,"36,63%"
SCAR4,10.0,0.02,0.0,0.001,"0,00%",0.0,0.0,0.0,0.0,5.47,4.62,"35,98%","4,80%",4.63,"8,81%","2,48%",0.0,1525820000.0,1.2,"17,32%"
CAFE3,2.0,0.02,-0.01,0.283,"0,00%",0.015,-0.01,-0.53,-0.01,-45.67,-53.96,"-53,07%","2.163,80%",0.02,"-2,81%","-64,17%",0.0,-377387000.0,-0.98,"-11,30%"
